,initial_rank,rounding_rank,mode_size,kernels,time,Потоки,kappa,retry
187,25,260,10,10,10.668691396713257,2,1,9
188,25,260,10,10,18.447786331176758,1,1,10
189,25,260,10,10,10.6092689037323,2,1,10
190,25,260,10,10,16.591127395629883,1,1,11
191,25,260,10,10,9.827138662338257,2,1,11
192,25,260,10,10,17.16805100440979,1,1,12
193,25,260,10,10,10.175492286682129,2,1,12
194,25,260,10,10,17.47526788711548,1,1,13
195,25,260,10,10,10.170208215713501,2,1,13
196,25,260,10,10,17.190224170684814,1,1,14
197,25,260,10,10,10.11198377609253,2,1,14
